name,shortName,gps,version,catalog,doi,detail_url,mass_1_source,mass_1_source_lower,mass_1_source_upper,mass_2_source,mass_2_source_lower,mass_2_source_upper,network_matched_filter_snr,network_matched_filter_snr_lower,network_matched_filter_snr_upper,luminosity_distance,luminosity_distance_lower,luminosity_distance_upper,chi_eff,chi_eff_lower,chi_eff_upper,total_mass_source,total_mass_source_lower,total_mass_source_upper,chirp_mass_source,chirp_mass_source_lower,chirp_mass_source_upper,chirp_mass,chirp_mass_lower,chirp_mass_upper,redshift,redshift_lower,redshift_upper,far,far_lower,far_upper,p_astro,p_astro_lower,p_astro_upper,final_mass_source,final_mass_source_lower,final_mass_source_upper
GW190725_174728,GW190725_174728-v1,1248112066.4,1,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/api/v2/event-versions/GW190725_174728-v1,11.8,-3.0,10.1,6.3,-2.5,2.1,9.1,-0.7,0.4,1030.0,-430.0,520.0,-0.04,-0.16,0.36,18.3,-1.9,7.4,7.4,-0.5,0.5,,,,0.2,-0.08,0.09,0.46,,,0.96021,,,17.6,-1.8,7.7
GW190720_000836,GW190720_000836-v2,1247616534.7,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/api/v2/event-versions/GW190720_000836-v2,14.2,-3.3,5.6,7.5,-1.8,2.2,10.9,-0.8,0.3,770.0,-260.0,650.0,0.19,-0.11,0.14,21.8,-2.0,3.8,9.0,-0.8,0.4,,,,0.16,-0.05,0.11,1e-05,,,1.0,,,20.8,-2.0,3.9
GW190719_215514,GW190719_215514-v2,1247608532.9,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/api/v2/event-versions/GW190719_215514-v2,36.6,-11.1,42.1,19.9,-9.3,10.0,7.9,-0.7,0.3,3730.0,-2070.0,3120.0,0.25,-0.32,0.33,57.2,-11.6,38.4,22.8,-4.3,8.3,,,,0.61,-0.3,0.39,0.63,,,0.91976,,,54.5,-11.1,38.3
GW190708_232457,GW190708_232457-v2,1246663515.3,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/api/v2/event-versions/GW190708_232457-v2,19.8,-4.3,4.3,11.6,-2.0,3.1,13.4,-0.3,0.2,930.0,-390.0,310.0,0.05,-0.1,0.1,31.4,-2.2,2.8,13.1,-0.6,0.9,,,,0.19,-0.07,0.06,0.00031,,,0.99965,,,30.1,-2.1,2.9
GW190707_093326,GW190707_093326-v2,1246527224.1,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/api/v2/event-versions/GW190707_093326-v2,12.1,-2.0,2.6,7.9,-1.3,1.6,13.1,-0.4,0.2,850.0,-400.0,340.0,-0.04,-0.09,0.1,20.1,-1.2,1.7,8.4,-0.4,0.6,,,,0.17,-0.08,0.06,1e-05,,,1.0,,,19.2,-1.2,1.7
GW190706_222641,GW190706_222641-v2,1246487219.3,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/api/v2/event-versions/GW190706_222641-v2,74.0,-16.9,20.1,39.4,-15.4,18.4,13.4,-0.4,0.2,3630.0,-2000.0,2600.0,0.28,-0.31,0.25,112.6,-16.8,27.4,45.6,-9.1,13.0,,,,0.6,-0.29,0.33,5e-05,,,1.0,,,107.3,-15.9,25.2
GW190701_203306,GW190701_203306-v2,1246048404.5,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/api/v2/event-versions/GW190701_203306-v2,54.1,-8.0,12.6,40.5,-12.1,8.7,11.2,-0.4,0.2,2090.0,-740.0,770.0,-0.08,-0.31,0.23,94.3,-9.5,12.0,40.2,-5.0,5.4,,,,0.38,-0.12,0.11,0.0057,,,0.99986,,,90.2,-8.9,11.2
GW190630_185205,GW190630_185205-v2,1245955943.1,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/api/v2/event-versions/GW190630_185205-v2,35.1,-5.5,6.5,24.0,-5.2,5.5,16.4,-0.3,0.2,870.0,-360.0,530.0,0.1,-0.13,0.14,59.4,-4.8,4.7,25.1,-2.1,2.2,,,,0.18,-0.07,0.09,1e-05,,,1.0,,,56.6,-4.5,4.4
GW190620_030421,GW190620_030421-v2,1245035079.3,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/api/v2/event-versions/GW190620_030421-v2,58.0,-13.3,19.2,35.0,-14.5,13.1,12.1,-0.4,0.3,2910.0,-1320.0,1710.0,0.34,-0.29,0.22,92.7,-13.2,18.5,38.1,-7.2,8.5,,,,0.5,-0.2,0.23,0.011,,,0.98748,,,88.0,-12.4,17.2
GW190602_175927,GW190602_175927-v2,1243533585.0,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/api/v2/event-versions/GW190602_175927-v2,71.8,-14.6,18.1,44.8,-19.6,15.5,13.2,-0.3,0.2,2840.0,-1280.0,1930.0,0.12,-0.28,0.25,115.6,-14.8,19.2,48.0,-9.7,9.5,,,,0.49,-0.2,0.26,1e-05,,,1.0,,,110.5,-13.9,17.9
GW190527_092055,GW190527_092055-v2,1242984073.7,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/api/v2/event-versions/GW190527_092055-v2,35.6,-8.0,18.7,22.2,-8.7,9.0,8.0,-0.9,0.4,2520.0,-1230.0,2080.0,0.1,-0.22,0.22,58.1,-8.8,18.1,23.9,-3.9,6.8,,,,0.44,-0.19,0.29,0.23,,,0.84784,,,55.5,-8.5,17.9
GW190521_074359,GW190521_074359-v2,1242459857.4,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/api/v2/event-versions/GW190521_074359-v2,43.4,-5.5,5.8,33.4,-6.8,5.2,25.9,-0.2,0.1,1080.0,-530.0,580.0,0.1,-0.13,0.13,76.3,-5.9,7.0,32.8,-2.8,3.2,,,,0.21,-0.1,0.1,1e-05,,,1.0,,,72.6,-5.4,6.5
GW190521,GW190521_030229-v4,1242442967.4,4,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/api/v2/event-versions/GW190521-v4,98.4,-21.7,33.6,57.2,-30.1,27.1,14.3,-0.4,0.5,3310.0,-1800.0,2790.0,-0.14,-0.45,0.5,153.1,-16.2,42.2,63.3,-14.6,19.6,,,,0.56,-0.27,0.36,0.0013,,,0.99989,,,147.4,-16.0,40.0
GW190519_153544,GW190519_153544-v2,1242315362.3,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/api/v2/event-versions/GW190519_153544-v2,65.1,-11.0,10.8,40.8,-12.7,11.5,15.9,-0.3,0.2,2600.0,-960.0,1720.0,0.33,-0.24,0.2,105.6,-13.9,14.4,44.3,-7.5,6.8,,,,0.45,-0.15,0.24,1e-05,,,1.0,,,100.0,-12.9,13.0
GW190517_055101,GW190517_055101-v2,1242107479.8,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/api/v2/event-versions/GW190517_055101-v2,39.2,-9.2,13.9,24.0,-7.9,7.4,10.8,-0.6,0.5,1790.0,-880.0,1750.0,0.49,-0.28,0.21,64.1,-9.8,9.9,26.5,-4.2,4.0,,,,0.33,-0.15,0.26,0.00035,,,1.0,,,60.1,-9.4,9.9
GW190514_065416,GW190514_065416-v2,1241852074.8,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/api/v2/event-versions/GW190514_065416-v2,40.9,-9.3,17.3,28.4,-10.1,10.0,8.0,-0.6,0.3,3890.0,-2070.0,2610.0,-0.08,-0.35,0.29,69.3,-12.1,19.8,29.1,-5.4,8.1,,,,0.64,-0.3,0.33,2.8,,,0.76021,,,66.4,-11.5,19.0
GW190513_205428,GW190513_205428-v2,1241816086.7,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/api/v2/event-versions/GW190513_205428-v2,36.0,-9.7,10.6,18.3,-4.7,7.4,12.5,-0.4,0.3,2210.0,-810.0,990.0,0.16,-0.22,0.29,54.4,-6.7,9.3,21.8,-2.2,3.8,,,,0.4,-0.13,0.14,1.3e-05,,,0.99998,,,52.1,-6.6,8.8
GW190512_180714,GW190512_180714-v2,1241719652.4,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/api/v2/event-versions/GW190512_180714-v2,23.2,-5.6,5.6,12.5,-2.6,3.5,12.7,-0.4,0.3,1460.0,-590.0,510.0,0.02,-0.14,0.13,35.8,-3.5,4.1,14.6,-0.9,1.4,,,,0.28,-0.1,0.08,1e-05,,,1.0,,,34.3,-3.4,4.1
GW190503_185404,GW190503_185404-v2,1240944862.2,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/api/v2/event-versions/GW190503_185404-v2,41.3,-7.7,10.3,28.3,-9.2,7.5,12.2,-0.4,0.2,1520.0,-600.0,630.0,-0.05,-0.3,0.23,69.4,-8.6,10.1,29.3,-4.4,4.5,,,,0.29,-0.1,0.1,1e-05,,,1.0,,,66.5,-7.9,9.4
GW190426_190642,GW190426_190642-v1,1240340820.6,1,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/api/v2/event-versions/GW190426_190642-v1,105.5,-24.1,45.3,76.0,-36.5,26.2,8.7,-0.6,0.4,4580.0,-2280.0,3400.0,0.23,-0.41,0.42,182.3,-35.7,40.2,76.0,-17.4,19.1,,,,0.73,-0.32,0.41,4.1,,,0.75053,,,172.9,-33.6,37.7
GW190425,GW190425_081805-v3,1240215503.0,3,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/api/v2/event-versions/GW190425-v3,2.1,-0.4,0.5,1.3,-0.2,0.3,12.4,-0.4,0.4,150.0,-60.0,80.0,0.07,-0.05,0.07,3.4,-0.1,0.3,1.44,-0.02,0.02,,,,0.03,-0.01,0.02,0.034,,,0.78349,,,,,
GW190421_213856,GW190421_213856-v2,1239917954.2,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/api/v2/event-versions/GW190421_213856-v2,42.0,-7.4,10.1,32.0,-9.8,8.3,10.7,-0.4,0.2,2590.0,-1240.0,1490.0,-0.1,-0.27,0.21,73.6,-9.5,13.2,31.4,-4.6,6.0,,,,0.45,-0.19,0.21,0.0028,,,0.99792,,,70.5,-9.0,12.4
GW190413_134308,GW190413_134308-v2,1239198206.7,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/api/v2/event-versions/GW190413_134308-v2,51.3,-12.6,16.6,30.4,-12.7,11.7,10.6,-0.5,0.4,3800.0,-1830.0,2480.0,-0.01,-0.38,0.28,81.3,-11.8,16.8,33.3,-6.3,7.8,,,,0.62,-0.26,0.32,0.18,,,0.99058,,,78.0,-11.5,16.1
GW190413_052954,GW190413_052954-v2,1239168612.5,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/api/v2/event-versions/GW190413_052954-v2,33.7,-6.4,10.4,24.2,-7.0,6.5,9.0,-0.8,0.4,3320.0,-1400.0,1910.0,-0.04,-0.32,0.27,58.0,-7.8,10.6,24.5,-3.4,4.6,,,,0.56,-0.21,0.25,0.82,,,0.9275,,,55.5,-7.3,10.1
GW190412,GW190412_053044-v4,1239082262.1,4,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/api/v2/event-versions/GW190412-v4,27.7,-6.0,6.0,9.0,-1.4,2.0,19.8,-0.3,0.2,720.0,-220.0,240.0,0.21,-0.13,0.12,36.8,-4.4,4.7,13.3,-0.5,0.5,,,,0.15,-0.04,0.04,1e-05,,,1.0,,,35.6,-4.5,4.8
GW190408_181802,GW190408_181802-v2,1238782700.2,2,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/api/v2/event-versions/GW190408_181802-v2,24.8,-3.5,5.4,18.5,-4.0,3.3,14.6,-0.3,0.2,1540.0,-620.0,440.0,-0.03,-0.17,0.13,43.4,-3.0,4.2,18.5,-1.2,1.9,,,,0.29,-0.11,0.07,1e-05,,,1.0,,,41.4,-2.9,3.9
GW190403_051519,GW190403_051519-v1,1238303737.2,1,GWTC-2.1-confident,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/api/v2/event-versions/GW190403_051519-v1,85.0,-33.0,27.8,20.0,-8.4,26.3,7.6,-1.1,0.6,8280.0,-4290.0,6720.0,0.68,-0.43,0.16,106.6,-23.6,26.7,34.0,-8.4,15.1,,,,1.18,-0.53,0.73,7.7,,,0.60924,,,102.2,-24.3,26.3
GW170823,GW170823-v1,1187529256.5,1,GWTC-1-confident,https://doi.org/10.7935/82H3-HH23,https://gwosc.org/api/v2/event-versions/GW170823-v1,39.5,-6.7,11.2,29.0,-7.8,6.7,12.2,-0.3,0.2,1940.0,-900.0,970.0,0.09,-0.26,0.22,,,,29.2,-3.6,4.6,,,,0.35,-0.15,0.15,1e-07,,,1.0,,,65.4,-7.4,10.1
GW170818,GW170818-v1,1187058327.1,1,GWTC-1-confident,https://doi.org/10.7935/82H3-HH23,https://gwosc.org/api/v2/event-versions/GW170818-v1,35.4,-4.7,7.5,26.7,-5.2,4.3,12.0,-0.4,0.3,1060.0,-380.0,420.0,-0.09,-0.21,0.18,,,,26.5,-1.7,2.1,,,,0.21,-0.07,0.07,4.2000000000000004e-05,,,1.0,,,59.4,-3.8,4.9
GW170817,GW170817-v3,1187008882.4,3,GWTC-1-confident,https://doi.org/10.7935/82H3-HH23,https://gwosc.org/api/v2/event-versions/GW170817-v3,1.46,-0.1,0.12,1.27,-0.09,0.09,33.0,,,40.0,-15.0,7.0,0.0,-0.01,0.02,,,,1.186,-0.001,0.001,,,,0.01,0.0,0.0,1e-07,,,1.0,,,2.8,,
GW170814,GW170814-v3,1186741861.5,3,GWTC-1-confident,https://doi.org/10.7935/82H3-HH23,https://gwosc.org/api/v2/event-versions/GW170814-v3,30.6,-3.0,5.6,25.2,-4.0,2.8,17.7,-0.3,0.2,600.0,-220.0,150.0,0.07,-0.12,0.12,,,,24.1,-1.1,1.4,,,,0.12,-0.04,0.03,1e-07,,,1.0,,,53.2,-2.4,3.2
GW170809,GW170809-v1,1186302519.8,1,GWTC-1-confident,https://doi.org/10.7935/82H3-HH23,https://gwosc.org/api/v2/event-versions/GW170809-v1,35.0,-5.9,8.3,23.8,-5.2,5.1,12.8,-0.3,0.2,1030.0,-390.0,320.0,0.08,-0.17,0.17,,,,24.9,-1.7,2.1,,,,0.2,-0.07,0.05,1e-07,,,1.0,,,56.3,-3.8,5.2
GW170729,GW170729-v1,1185389807.3,1,GWTC-1-confident,https://doi.org/10.7935/82H3-HH23,https://gwosc.org/api/v2/event-versions/GW170729-v1,50.2,-10.2,16.2,34.0,-10.1,9.1,10.8,,,2840.0,-1360.0,1400.0,0.37,-0.25,0.21,,,,35.4,-4.8,6.5,,,,0.49,-0.21,0.19,0.02,,,0.98,,,79.5,-10.2,14.7
GW170608,GW170608-v3,1180922494.5,3,GWTC-1-confident,https://doi.org/10.7935/82H3-HH23,https://gwosc.org/api/v2/event-versions/GW170608-v3,11.0,-1.7,5.5,7.6,-2.2,1.4,15.4,,,320.0,-110.0,120.0,0.03,-0.07,0.19,,,,7.9,-0.2,0.2,,,,0.07,-0.02,0.02,1e-07,,,1.0,,,17.8,-0.7,3.4
GW170104,GW170104-v2,1167559936.6,2,GWTC-1-confident,https://doi.org/10.7935/82H3-HH23,https://gwosc.org/api/v2/event-versions/GW170104-v2,30.8,-5.6,7.3,20.0,-4.6,4.9,13.8,-0.3,0.2,990.0,-430.0,440.0,-0.04,-0.21,0.17,,,,21.4,-1.8,2.2,,,,0.2,-0.08,0.08,1e-07,,,1.0,,,48.9,-4.0,5.1
GW151226,GW151226-v2,1135136350.6,2,GWTC-1-confident,https://doi.org/10.7935/82H3-HH23,https://gwosc.org/api/v2/event-versions/GW151226-v2,13.7,-3.2,8.8,7.7,-2.5,2.2,13.1,,,450.0,-190.0,180.0,0.18,-0.12,0.2,,,,8.9,-0.3,0.3,,,,0.09,-0.04,0.04,1e-07,,,1.0,,,20.5,-1.5,6.4
GW151012,GW151012-v3,1128678900.4,3,GWTC-1-confident,https://doi.org/10.7935/82H3-HH23,https://gwosc.org/api/v2/event-versions/GW151012-v3,23.2,-5.5,14.9,13.6,-4.8,4.1,10.0,,,1080.0,-490.0,550.0,0.05,-0.2,0.31,,,,15.2,-1.2,2.1,,,,0.21,-0.09,0.09,0.00792,,,1.0,,,35.6,-3.8,10.8
GW150914,GW150914-v3,1126259462.4,3,GWTC-1-confident,https://doi.org/10.7935/82H3-HH23,https://gwosc.org/api/v2/event-versions/GW150914-v3,35.6,-3.1,4.7,30.6,-4.4,3.0,26.0,-0.2,0.1,440.0,-170.0,150.0,-0.01,-0.13,0.12,,,,28.6,-1.5,1.7,,,,0.09,-0.03,0.03,1e-07,,,1.0,,,63.1,-3.0,3.4
